+/-;Código;Classificação;Tipo;Nome;Apelido;Grupo;Relatório;Filtro;Fórmula;Condição;Plano padrão;Saldo;Código subconta;Grupo subconta;Natureza subconta;Empreendimentos Imobiliários;Unidades imobiliárias;Caixa produtor rural;Banco produtor rural;Conta transitória de produtor rural;Conta participante do Carnê Leão
;885;01.1.1.03.012;;    Aplicação Unicred Rdc Pro500;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;886;01.1.1.03.013;;    Aplicação Unicred Rdc Plus;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;887;01.1.1.03.014;;    Aplicação Unicred;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;896;01.1.1.03.015;;    Banco Do Brasil Ourocap;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;897;01.1.1.03.016;;    Banco Do Brasil Brasilprev;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;898;01.1.1.03.017;;    Brasilcap Capitalização;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;954;01.1.1.03.018;;    Santander - Aplicações;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;955;01.1.1.03.019;;    Santander - Investimentos;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;956;01.1.1.03.020;;    Rdc Escalonado Cdi 80-1;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;957;01.1.1.03.021;;    Rdc Escalonado Cdi 16906262;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;958;01.1.1.03.022;;    Rdc Flexível;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;959;01.1.1.03.023;;    Sicredi Aplicações;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1044;01.1.1.03.024;;    Aplicação Cef Cdb 95;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1045;01.1.1.03.025;;    Aplicação Cef Fdo;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1046;01.1.1.03.026;;    Siccob;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;14;01.1.2;T;  Direitos Realizáveis A Curto Prazo;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;15;01.1.2.01;T;   Clientes Nacionais;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;16;01.1.2.01.01;;    Clientes Nacionais;CD;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;17;01.1.2.02;T;   Clientes Nacionais;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;18;01.1.2.02.001;;    Clientes Diversos;CDV;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;784;01.1.2.02.002;;    Recebimento De Cartão;RECBCART;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1224;01.1.2.02.003;;    Cristiano Duarte Krás Borges;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;19;01.1.2.03;T;   Clientes Internacionais;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;20;01.1.2.03.001;;    Clientes Internacionais;CI;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;21;01.1.2.04;T;   Cartões De Crédito;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;22;01.1.2.04.001;;    Cartão Mastercard;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;23;01.1.2.04.002;;    Cartão Redeshop;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;937;01.1.2.04.003;;    Cartão Unicred;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;960;01.1.2.04.004;;    Adiantamento De Cartão;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;24;01.1.2.05;T;   Aplicações Financeiras De Renda Fixa;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;25;01.1.2.05.001;;    Aplicações No Fundo De Commodities;COMO;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;26;01.1.2.05.002;;    Aplicações No Fundo Di;FDI;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;725;01.1.2.05.003;;    Título De Capitalização;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;27;01.1.2.06;T;   Aplicações Financeiras De Renda Variável;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;28;01.1.2.06.001;;    Aplicações Em Ações;AÇOES;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;29;01.1.2.07;T;   Aplicações Financeiras Diversas;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;30;01.1.2.07.001;;    Adiantamento De Funcionários;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;31;01.1.2.07.002;;    Aplicações Depósito Especial Remunerado;DEPESP;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;849;01.1.2.07.004;;    Adiantamento De Fornecedores;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;32;01.1.2.08;T;   Adiantamentos;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;33;01.1.2.08.001;;    Adiantamentos De Salários E Empregados;ADDEMPR;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;34;01.1.2.08.002;;    Adiantamentos De Pró-labore A Diretores;ADDPROL;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;35;01.1.2.08.003;;    Adiantamentos Para Viagens;ADDVGM;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;36;01.1.2.08.004;;    Adiantamentos Para Futuro Aumento De Capital;ADDFAC;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;37;01.1.2.08.005;;    Adiantamento A Fornecedores;ADDFORNEC;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;38;01.1.2.08.006;;    Adiantamento 13º Salário;ADD13SAL;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;39;01.1.2.08.007;;    Adiantamento Férias;ADDFERIS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;647;01.1.2.08.008;;    Adiantamento De Distribuição De Lucros;Ad Distrib Lucros;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;648;01.1.2.08.009;;    Adiantamento Pedágio;Ad Pedágio;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;649;01.1.2.08.010;;    Clientes A Regularizar;CliReg;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;874;01.1.2.08.011;;    Adiantamento A Cooperados;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;899;01.1.2.08.012;;    Adiantamento De Pró-labore Egon Kroeff Neto;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;900;01.1.2.08.013;;    Adiantamento De Pró-labore Bernardo Kroeff;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;961;01.1.2.08.014;;    Adiantamento De Terceiros;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1047;01.1.2.08.015;;    Lançamentos Que Faltam Conciliação;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1183;01.1.2.08.016;;    Adiantamento De Lucros;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;40;01.1.2.09;T;   Tributos E Contribuições A Compensar;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;41;01.1.2.09.001;;    Icms A Recuperar;ICMSRECUP;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;42;01.1.2.09.002;;    Ipi A Recuperar;IPIRECUP;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;43;01.1.2.09.003;;    Irrf A Recuperar;IRFRECUP;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;44;01.1.2.09.004;;    Irpj Estimado A Recuperar;IRPJRECUP;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;45;01.1.2.09.005;;    Contribuição Social Estimada A Recuperar;CSRECUP;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;46;01.1.2.09.006;;    Pis A Recuperar;PISRECUP;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;47;01.1.2.09.007;;    Cofins A Recuperar;COFINSRECUP;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;48;01.1.2.09.008;;    Csll A Recuperar;CSLLRECUP;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;49;01.1.2.09.009;;    Iss A Recuperar;ISSRECUP;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;50;01.1.2.09.010;;    Icms Bens Ativo A Recuperar;ICMSBENRECUP;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;51;01.1.2.09.011;;    Inss A Recuperar;INSSRECUP;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;650;01.1.2.09.012;;    Csrf A Compensar;CSRFrecup;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;717;01.1.2.09.013;;    Simples A Recuperar;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;52;01.1.2.10;T;   Empréstimos;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;53;01.1.2.10.001;;    Instituição Financeira;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;620;01.1.2.10.002;;    Empréstimo Sócios;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;621;01.1.2.10.003;;    Xanddy Transportes Ltda;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;926;01.1.2.10.004;;    Empréstimo Thymus;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;54;01.1.2.11;T;   Estoques;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;55;01.1.2.11.001;;    Estoque De Mercadoria Para Revenda;ESTMERC;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;56;01.1.2.11.002;;    Estoque De Matéria-prima;ESTMP;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;57;01.1.2.11.003;;    Estoque De Material De Consumo De Almoxarifado;ESTMCO;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;58;01.1.2.11.004;;    Estoque De Produtos Em Elaboração;ESTELAB;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;59;01.1.2.11.005;;    Estoque De Produtos Acabados;ESTACAB;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;652;01.1.2.11.006;;    Bens Recebidos Para Conserto;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1029;01.1.2.11.007;;    Estoque De Mercadorias Sp;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1030;01.1.2.11.008;;    Estoque De Mercadorias Rs;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;60;01.1.2.12;T;   Deduções Dos Direitos;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;61;01.1.2.12.001;;    Duplicatas Descontadas;DPLDESC;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;62;01.1.2.12.002;;    Provisão P/ Créditos De Liquidação Duvidosa;PROVCRED;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;63;01.1.2.12.003;;    Provisão P/ajuste Aplicação Em Ouro;PROVOURO;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;64;01.1.2.13;T;   Remessa De Produtos/mercadorias;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;65;01.1.2.13.001;;    Remessa De Produtos/mercadorias;REMMERPRO;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;651;01.1.2.13.002;;    Remessa Para Industrialização;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;66;01.1.2.14;T;   Retorno De Produtos/mercadorias;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;67;01.1.2.14.001;;    Retorno De Produtos/mercadorias;RETMERPRO;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;68;01.1.3;T;  Despesas Do Exercício Seguinte;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;69;01.1.3.01;T;   Seguros A Apropriar;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;70;01.1.3.01.001;;    Seguros Contra Incêndios A Apropriar;INCENDIO;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;71;01.1.3.01.002;;    Seguros Contra Roubo A Apropriar;ROUBO;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;72;01.1.3.01.003;;    Seguros Contra Lucros Cessantes;LUCROSCESS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;653;01.1.3.01.004;;    Prêmio De Seguro A Apropriar;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;654;01.1.3.01.005;;    Seguro Inadinplência;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;655;01.1.3.01.006;;    Juros A Apropriar;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;730;01.1.3.01.007;;    Seguro De Vida;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;73;01.1.3.02;T;   Assinaturas De Periódicos A Apropriar;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;74;01.1.3.02.001;;    Assinatura De Boletins Jornais Revistas;ASSJORNAIS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;75;01.1.3.03;T;   Aluguel Antecipado A Apropriar;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;76;01.1.3.03.001;;    Aluguel De Bens Imóveis;ALIMOV;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;77;01.1.3.03.002;;    Aluguel De Bens Móveis;ALMOV;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;656;01.1.3.03.003;;    Cartão Banricompras;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;743;01.1.3.04;T;   Certificação Digital Antecipada A Aprop;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;744;01.1.3.04.001;;    Certificação Digital Antecipada A Aprop;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;657;01.1.4;T;  Créditos;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;658;01.1.4.01;T;   Diversos;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;659;01.1.4.01.001;;    Cartão Visa Santander;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;947;01.1.4.01.002;;    Cartão Empresarial Elo;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1039;01.1.4.01.003;;    Seguros (indenização);;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;660;01.1.4.02;T;   Adiantamento A Terceiros;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;661;01.1.4.02.001;;    Ourocap Banco Do Brasil;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;662;01.1.4.02.002;;    Crédito De Pessoas Ligadas;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;663;01.1.4.03;T;   Depósitos Para Aquisição De Bens;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;664;01.1.4.03.001;;    Consórcios;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;78;01.2;T; Ativo Não Circulante;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;79;01.2.1;T;  Ativo Realizável A Longo Prazo;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;80;01.2.1.01;T;   Títulos A Receber De Terceiros;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;81;01.2.1.01.001;;    Nota Promissória A Receber;NPROMREC;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;665;01.2.1.01.002;;    Crédito De Pessoas Ligadas;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;82;01.2.1.02;T;   Depósitos Judiciais;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;83;01.2.1.02.001;;    Causas Trabalhistas;TRABALH;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;84;01.2.1.02.002;;    Pis Sobre Receitas Operacionais;PISJUDIC;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;85;01.2.1.03;T;   Empréstimos Compulsórios Eletrobrás;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;86;01.2.1.03.001;;    Adicionais Conversíveis Créditos Eletrobrás;EMPCOMPELETROBRAS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;87;01.2.1.03.002;;    Créditos Eletrobrás;CREDELETROBRAS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;88;01.2.1.03.003;;    Juros Sobre Créditos Eletrobrás A Receber;JRSELETROBRAS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;89;01.2.1.04;T;   Empréstimos A Pessoas Ligadas;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;90;01.2.1.04.001;;    Emprestimo Pessoa Jurídica;EMPJUR;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;693;01.2.1.04.002;;    Sócios C/c;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;962;01.2.1.04.003;;    Urbia Inteligencia Urbana Tecnologia Ltda;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;964;01.2.1.04.004;;    Adiantamento A Acionistas/socios;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;965;01.2.1.04.005;;    Juliano Trindade Souto;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;966;01.2.1.04.006;;    Luiz Antonio Gomes Camargo;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;91;01.2.1.05;T;   Titulos De Capitalização;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;92;01.2.1.05.001;;    Ourocap - Bb;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;93;01.2.2;T;  Investimentos;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;94;01.2.2.01;T;   Investimentos Em Coligadas E Controladas;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;95;01.2.2.01.001;;    Empresa 1 S/a;EMP1;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;698;01.2.2.01.002;;    Crt;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;963;01.2.2.01.003;;    Coop De Credito Unicredi;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;695;01.2.2.02;T;   Aplicações Financ De Renda Variável;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;696;01.2.2.02.001;;    Títulos De Capitalização ;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;697;01.2.2.02.002;;    Integralizaçao De Capital Sicredi;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1012;01.2.2.02.003;;    Integ De Capital Unicred;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;989;01.2.2.03;T;   Consórcios;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;990;01.2.2.03.001;;    Bradesco Consórcio;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;991;01.2.2.03.002;;    Banco Do Brasil Consórcios;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;96;01.2.3;T;  Imobilizado;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;97;01.2.3.01;T;   Bens E Direitos Em Uso;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;98;01.2.3.01.001;;    Máquinas E Equipamentos;MAQEQUIPS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;99;01.2.3.01.002;;    Móveis E Utensílios;MOVUTENS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;100;01.2.3.01.003;;    Ferramentas;FERRAM;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;101;01.2.3.01.004;;    Imóveis;IMOVEIS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;102;01.2.3.01.005;;    Veículos;VEICULOS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;103;01.2.3.01.006;;    Computadores E Periféricos;COMPUTADORES;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;104;01.2.3.01.007;;    Direito De Uso De Linha Telefônica;DUFONE;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;105;01.2.3.01.008;;    Softwares;SOFT;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;106;01.2.3.01.009;;    Marcas E Patentes De Invenção;MARCAS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;107;01.2.3.01.010;;    Benfeitorias Em Imóveis De Terceiros;BENFEIT;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;108;01.2.3.01.011;;    Equipamentos De Proc De Dados;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;109;01.2.3.01.012;;    Terrenos;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;110;01.2.3.01.013;;    Luminosos/placas;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;622;01.2.3.01.014;;    Equipamentos Disdáticos;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;666;01.2.3.01.015;;    Instalações;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;992;01.2.3.01.016;;    Edifícios;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;994;01.2.3.01.017;;    Máquinas Estacionárias;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;111;01.2.3.02;T;   Bens Em Construção;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;112;01.2.3.02.001;;    Bens Em Construção;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1013;01.2.3.02.002;;    Bens Em Construção Nova Sede;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;113;01.2.3.04;T;   Participação Em Consórcios;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;114;01.2.3.04.001;;    Consórcio;CONSORCIO;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;115;01.2.3.05;T;   (-) Depreciação Acumulada;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;116;01.2.3.05.001;;    (-) Máquinas E Equipamentos;DEPRECMAQS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;117;01.2.3.05.002;;    (-) Móveis E Utensílios;DEPRECMOVEIS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;118;01.2.3.05.003;;    (-) Ferramentas;DEPRECFERRAM;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;119;01.2.3.05.004;;    (-) Imóveis;DEPRECIMOV;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;120;01.2.3.05.005;;    (-) Veículos;DEPRECVEIC;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;121;01.2.3.05.006;;    (-) Computadores Periféricos;DEPRECCOMPUT;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;122;01.2.3.05.007;;    (-) Luminosos/placas;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;623;01.2.3.05.008;;    (-) Equipamentos E Processamento De Dados ;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;667;01.2.3.05.009;;    (-) Instalações - Depreciação;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;922;01.2.3.05.010;;    (-) Benfeitorias;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;993;01.2.3.05.011;;    (-) Edifícios;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;123;01.2.4;T;  Ativo Intangível;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;124;01.2.4.01;T;   Bens De Natureza Intangível;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;125;01.2.4.01.001;;    Capital Intelectual;CAPINTEL;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;126;01.2.4.01.002;;    Marcas E Patentes De Invenção;MARCPAT;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;127;01.2.4.01.003;;    Fundo De Comércio;FUNCOM;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;128;01.2.4.01.004;;    Concessões;CONCEC;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;129;01.2.4.01.005;;    Direitos Autorais;DIRAUT;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;130;01.2.4.01.006;;    Softwares Ou Programas De Computador;SOFTPROGR;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;131;01.2.4.01.007;;    Franquias;FRANQ;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;132;01.2.4.02;T;   (-) Amortização Acumulada;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;133;01.2.4.02.001;;    (-) Capital Intelectual;AMORTMARCAS;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;134;01.2.4.02.002;;    (-) Marcas Pat. De Invenção;AMORTIMOV3S;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;135;01.2.4.02.003;;    (-) Fundo De Comércio;AMORTFUNDO;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;136;01.2.4.02.004;;    (-) Concessões;AMORTCONCEC;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;137;01.2.4.02.005;;    (-) Direitos Autorais;AMORTDIRAUT;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;138;01.2.4.02.006;;    (-) Softwares;AMORTSOFTWARE;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;139;01.2.4.02.007;;    (-) Franquias;AMORTFRANQ;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;140;01.3;T; Contas De Compensação;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;141;01.3.1;T;  Contas De Compensação;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
