+/-;Código;Classificação;Tipo;Nome;Apelido;Grupo;Relatório;Filtro;Fórmula;Condição;Plano padrão;Saldo;Código subconta;Grupo subconta;Natureza subconta;Empreendimentos Imobiliários;Unidades imobiliárias;Caixa produtor rural;Banco produtor rural;Conta transitória de produtor rural;Conta participante do Carnê Leão
;409;04.1.3;T;  Custo Dos Serviços Prestados;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;410;04.1.3.01;T;   Materiais Consumidos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;411;04.1.3.01.001;;    (-) Devolução De Compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;412;04.1.3.01.002;;    Frete S/ Compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;413;04.1.3.01.003;;    Matéria Prima;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;414;04.1.3.01.004;;    Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;415;04.1.3.01.005;;    Material De Expediente;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;923;04.1.3.01.006;;    Custo Serviços Prestados;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1070;04.1.3.01.1;T;    Ponte Triunfo Cno 90.026.78248/78;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1071;04.1.3.01.101;;    (-)devolução De Compras;DEV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1072;04.1.3.01.102;;    Fretes S/ Compras;FRETES;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1073;04.1.3.01.103;;    Matéria Prima;MAT PR;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1074;04.1.3.01.104;;    Material De Consumo;MAT CONSUMO;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1075;04.1.3.01.105;;    Material Expediente;MAT EXP;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1076;04.1.3.01.106;;    Custo Serviços Prestados;CUSTO SERV PR;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1077;04.1.3.01.2;T;    Ponte Pouso Novo Cno 90.025.97291/77;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1078;04.1.3.01.201;;    (-) Devolução De Compra;DEVC;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1079;04.1.3.01.202;;    Fretes S/compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1080;04.1.3.01.203;;    Materia Prima;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1081;04.1.3.01.204;;    Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1082;04.1.3.01.205;;    Material De Expediente;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1083;04.1.3.01.206;;    Custo Serviços Prestados;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1084;04.1.3.01.3;T;    Passo Do Sobrado Cno 90.019.84003/77;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1085;04.1.3.01.301;;    (-) Devolução De Compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1086;04.1.3.01.302;;    Fretes S/ Compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1087;04.1.3.01.303;;    Materia Prima;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1088;04.1.3.01.304;;    Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1089;04.1.3.01.305;;    Material De Expediente;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1090;04.1.3.01.306;;    Custo Serviços Prestados;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1091;04.1.3.01.4;T;    Ponte Fr17 Cno 90.025.07671/77;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1092;04.1.3.01.401;;    (-) Devolução De Compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1093;04.1.3.01.402;;    Fretes S/ Compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1094;04.1.3.01.403;;    Materia Prima;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1095;04.1.3.01.404;;    Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1096;04.1.3.01.405;;    Material Expediente;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1097;04.1.3.01.406;;    Custo Serviços Prestados;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1098;04.1.3.01.5;T;    Ponte Lajeado Do Meio Cno 90.024.17616/72;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1099;04.1.3.01.501;;    (-) Devolução De Compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1100;04.1.3.01.502;;    Fretes S/compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1101;04.1.3.01.503;;    Materia Prima;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1102;04.1.3.01.504;;    Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1103;04.1.3.01.505;;    Material Expediente;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1104;04.1.3.01.506;;    Custo Serviço Prestado;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1105;04.1.3.01.6;T;    Ponte Sinimbu Cno 90.024.62540/79;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1106;04.1.3.01.601;;    (-) Devolução De Compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1107;04.1.3.01.602;;    Fretes S/ Compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1108;04.1.3.01.603;;    Materia Prima;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1109;04.1.3.01.604;;    Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1110;04.1.3.01.605;;    Material De Expediente;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1111;04.1.3.01.606;;    Custo Serviços Prestados;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1112;04.1.3.01.7;T;    Ponte Borguetti Cno 90.024.17616/72;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1113;04.1.3.01.701;;    (-) Devolução De Compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1114;04.1.3.01.702;;    Fretes S/ Compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1115;04.1.3.01.703;;    Materia Prima;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1116;04.1.3.01.704;;    Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1117;04.1.3.01.705;;    Material De Expediente;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1118;04.1.3.01.706;;    Custo Serviços Prestados;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;416;04.1.3.02;T;   Custo Da Mão-de-obra Direta;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;417;04.1.3.02.001;;    13.salário;13SERV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;418;04.1.3.02.002;;    Adicional Noturno;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;419;04.1.3.02.003;;    Aviso Prévio/indenizações Trabalhistas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;420;04.1.3.02.004;;    Contribuições Sindicais;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;421;04.1.3.02.005;;    Fgts;FGTSSERV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;422;04.1.3.02.006;;    Férias;FERIASSERV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;423;04.1.3.02.007;;    Gratificações;GRATISERV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;424;04.1.3.02.008;;    Honorários Serviços Autônomos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;425;04.1.3.02.009;;    Horas Extras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;426;04.1.3.02.010;;    Inss;INSSSERV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;427;04.1.3.02.011;;    Multa Rescisória Fgts;MULTARESCSERV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;428;04.1.3.02.012;;    Pis S/ Folha;PISSERV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;429;04.1.3.02.013;;    Salários;SALSERV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;430;04.1.3.02.014;;    Serviços Contratados Pessoa Jurídica;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;431;04.1.3.02.015;;    Vale Alimentação;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;432;04.1.3.02.016;;    Vale Transporte;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;934;04.1.3.02.017;;    Remuneração De Estagiários;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;935;04.1.3.02.018;;    Remuneração De Terceiros;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;983;04.1.3.02.019;;    Serviços Contratados Pessoa Fisica;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1124;04.1.3.02.020;;    Vale Transporte Estagiários;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;433;04.1.3.03;T;   Outros Custos Dos Serviços;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;434;04.1.3.03.001;;    Água E Esgoto;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;435;04.1.3.03.002;;    Aluguel;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;436;04.1.3.03.003;;    Bens Não Imobilizáveis De Pequeno Valor;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;437;04.1.3.03.004;;    Brindes;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;438;04.1.3.03.005;;    Combustíveis E Lubrificantes;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;439;04.1.3.03.006;;    Depreciações E Amortizações;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;440;04.1.3.03.007;;    Energia Elétrica;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;441;04.1.3.03.008;;    Fretes E Carretos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;442;04.1.3.03.009;;    Manutenção E Conservação;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;443;04.1.3.03.010;;    Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;444;04.1.3.03.011;;    Material De Expediente;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;445;04.1.3.03.012;;    Material De Segurança;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;446;04.1.3.03.013;;    Serviços De Terceiros - Pessoa Física;TERCCPFSERV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;447;04.1.3.03.014;;    Serviços De Terceiros - Pessoa Jurídica;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;448;04.1.3.03.015;;    Telefone;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;449;04.1.3.03.016;;    Viagens;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;450;04.1.3.03.017;;    Propaganda E Publicidade;PROPAGANDAS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;451;04.1.3.03.018;;    Material De Limpeza;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;452;04.1.3.03.019;;    Dispêndios Com Alimentação;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;929;04.1.3.03.020;;    Aluguel De Carro;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;930;04.1.3.03.021;;    Crea;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;931;04.1.3.03.022;;    Custo Bento Gonçalves;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;932;04.1.3.03.023;;    Epis;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;933;04.1.3.03.024;;    Hospedagens;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1035;04.1.3.03.025;;    Aluguel De Máquinas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1038;04.1.3.03.026;;    Serviços De Munck;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;679;04.1.3.04;T;   Despesa;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;453;04.2;T; Despesas Operacionais;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;454;04.2.1;T;  Despesas Administrativas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;455;04.2.1.01;T;   Despesas Trabalhistas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;456;04.2.1.01.001;;    Salários;DCSAL;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;457;04.2.1.01.002;;    Pró-labore;DCPROLAB;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;458;04.2.1.01.003;;    Horas Extras;DCHE;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;459;04.2.1.01.004;;    Férias;DCFERIAS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;460;04.2.1.01.005;;    13.salário;DC13.SAL;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;461;04.2.1.01.006;;    Aviso Prévio/indenizações Trabalhistas;DCAVISO;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;462;04.2.1.01.007;;    Gratificações;DCGRATIFIC;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;463;04.2.1.01.008;;    Adicional Noturno;DADICNOT;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;464;04.2.1.01.009;;    Sindicato Patronal/associação De Classe;DCSINDPAT;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;465;04.2.1.01.010;;    Vale-transporte;DCVT;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;694;04.2.1.01.011;;    Ajuda De Custo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;768;04.2.1.01.012;;    Auxilio Escola;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;787;04.2.1.01.013;;    Atestado;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;839;04.2.1.01.014;;    Extravio De Uniforme;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;948;04.2.1.01.015;;    Auxilio Combustível;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1031;04.2.1.01.016;;    Extravio De Material;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1162;04.2.1.01.017;;    Adiantamentos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1163;04.2.1.01.018;;    Rescisões;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1169;04.2.1.01.019;;    Retirada De Sócios;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;466;04.2.1.02;T;   Encargos Sociais;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;467;04.2.1.02.001;;    Inss;DCINSS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;468;04.2.1.02.002;;    Fgts;DCFGTS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;469;04.2.1.02.003;;    Multa Rescisória Fgts;MULTARESC;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;470;04.2.1.02.004;;    Pis Sobre Folha;DCPIS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;471;04.2.1.02.005;;    Contribuições Sindicais;GRCS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;680;04.2.1.02.006;;    Sindicato Patronal/ Associação De Classe;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1164;04.2.1.02.007;;    Irrf;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;472;04.2.1.03;T;   Despesas Gerais;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;473;04.2.1.03.001;;    Aluguel;DCALUG;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;474;04.2.1.03.002;;    Água E Esgoto;DCAGUA;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;475;04.2.1.03.003;;    Energia Elétrica;DCEE;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;476;04.2.1.03.004;;    Internet;DCI;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;477;04.2.1.03.005;;    Comissões Sobre Vendas;DCCOMISS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;478;04.2.1.03.006;;    Material De Expediente;DCMEXP;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;479;04.2.1.03.007;;    Material De Limpeza;DCELIMP;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;480;04.2.1.03.008;;    Material De Escritório;DCMATESCR;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;481;04.2.1.03.009;;    Manutenção E Conservação;DCMANUT;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;482;04.2.1.03.012;;    Correios E Malotes;DCECT;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;483;04.2.1.03.013;;    Depreciações E Amortizações;DCDEPRE;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;484;04.2.1.03.014;;    Propaganda E Publicidade;DCPROPAG;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;485;04.2.1.03.015;;    Fretes E Carretos;DCFRETES;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;486;04.2.1.03.016;;    Assistência Médica;DCMEDICO;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;487;04.2.1.03.018;;    Leasing;DCLESING;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;488;04.2.1.03.019;;    Serviços De Terceiros - Pessoa Física;DCTERCPF;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;489;04.2.1.03.020;;    Serviços De Terceiros - Pessoa Jurídica;DCTERCPJ;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;490;04.2.1.03.022;;    Feiras/congressos/simpósios/cursos;DCFEIRAS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;491;04.2.1.03.023;;    Serviço De Comunicação;DCFONE;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;492;04.2.1.03.024;;    Pat - Programa Alimentação Ao Trabalhador;DEPAT;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;493;04.2.1.03.026;;    Bens De Pequeno Valor;DCBENS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;494;04.2.1.03.028;;    Jornais;DCJORN;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;495;04.2.1.03.030;;    Confraternizações;DCCONFRAT;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;496;04.2.1.03.033;;    Condução;DCCOND;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;497;04.2.1.03.034;;    Seguros;DCSEG;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;498;04.2.1.03.035;;    Refeições;DCREF;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;499;04.2.1.03.036;;    Estadias;DCESTAD;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;500;04.2.1.03.037;;    Dispêndios Com Alimentação;DCALIMENT;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;501;04.2.1.03.038;;    Combustíveis;DCCOMBUST;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;502;04.2.1.03.039;;    Pedágios;DCPEDAG;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;503;04.2.1.03.040;;    Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;504;04.2.1.03.041;;    Uniformes;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;505;04.2.1.03.042;;    Donativos E Contribuições;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;681;04.2.1.03.043;;    Informática ;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;685;04.2.1.03.045;;    Mensalidade/anuidades;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;704;04.2.1.03.046;;    Honorários Contábeis;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;709;04.2.1.03.047;;    Vale-refeição / Alimentação;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;713;04.2.1.03.048;;    Tabelionato Cartório;TABELIONATO/CARTÓRIO;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;714;04.2.1.03.049;;    Segurança;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;715;04.2.1.03.050;;    Taxas Diversas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;719;04.2.1.03.051;;    Estacionamento;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;728;04.2.1.03.052;;    Manutenção E Conservação De Veículos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;729;04.2.1.03.053;;    Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;739;04.2.1.03.054;;    Multas De Trânsito;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;740;04.2.1.03.055;;    Despesa Com Estagiário;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;757;04.2.1.03.056;;    Certificado Digital;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;780;04.2.1.03.057;;    Cópias;CÓPIAS;Despesa;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;682;04.2.1.03.058;;    Farmácia ;DESC FARMACIA;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;833;04.2.1.03.059;;    Telefone;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;842;04.2.1.03.060;;    Locação De Caminhões;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;845;04.2.1.03.061;;    Demais Despesas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;882;04.2.1.03.062;;    Plano De Saúde;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;883;04.2.1.03.063;;    Locações;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;888;04.2.1.03.064;;    Cursos E Treinamentos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;889;04.2.1.03.065;;    Viagens;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;890;04.2.1.03.066;;    Software;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;936;04.2.1.03.067;;    Manutenção Em Tecnologia;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;939;04.2.1.03.068;;    Manutenção De Máquinas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;950;04.2.1.03.069;;    Honorários Advocatícios;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;986;04.2.1.03.070;;    Brindes;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1028;04.2.1.03.071;;    Serviços De Limpeza;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1036;04.2.1.03.072;;    Serviços Advocatícios;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1037;04.2.1.03.073;;    Vale Transporte;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1048;04.2.1.03.074;;    Vale Combustível;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1058;04.2.1.03.075;;    Transporte Urbano;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1059;04.2.1.03.076;;    Condominio;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1060;04.2.1.03.077;;    Entidades E Associações;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1125;04.2.1.03.078;;    Despesas Gerais Com Cartão De Crédito;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1165;04.2.1.03.079;;    Pensão Alimentícia;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1166;04.2.1.03.080;;    Outros Benefícios;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1167;04.2.1.03.081;;    Serralheria/marcenaria;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1168;04.2.1.03.082;;    Iptu;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1186;04.2.1.03.083;;    Exposições Internas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1218;04.2.1.03.084;;    Órgão Fiscalizador;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1219;04.2.1.03.085;;    Mensalidade - Agência De Emprego;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1220;04.2.1.03.086;;    Despesas Médicas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1221;04.2.1.03.087;;    Treinamentos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1222;04.2.1.03.088;;    Copa E Cozinha;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1223;04.2.1.03.089;;    Estacionamento;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;506;04.2.2;T;  Despesas Com Vendas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;507;04.2.2.01;T;   Despesas Trabalhistas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
